sphere 0.4 ===,,,,
force,  full_membrane_msg, contact_area_msg, mean_dis_msg, max_dis_msg
4.33594,1.95549,0.00379666,0.00340464,0.0210872
3.42023,1.96842,0.000295228,0.00340646,0.02632
3.42074,1.91499,3.82615E-05,0.00335249,0.0229982
3.42736,1.95395,0.0906302,0.00341078,0.0199949
3.65801,2.02788,0.0117457,0.00355312,0.0198326
3.31885,1.97635,0.000913344,0.00365659,0.0186764
4.85111,1.99557,7.10216E-05,0.00383332,0.0214601
3.70373,2.06577,0.218009,0.00467369,0.0253634
3.17627,1.8877,0.122263,0.0045292,0.0283556
5.17791,1.93446,0.676113,0.00457706,0.0297438
5.0254,1.92302,0.145763,0.00445481,0.0278491
7.26036,1.88817,0.240745,0.00515329,0.0326424
6.53397,1.9057,0.387446,0.00584603,0.0345577
7.1656,1.83278,0.355002,0.00599925,0.0360829
7.27087,1.94544,0.343776,0.00641253,0.0340436
6.58759,1.94362,0.301333,0.0066143,0.0324995
6.11897,1.76507,0.308052,0.00679596,0.03349
0,1.82639,0.377388,0.00501295,0.0230453
0,1.96518,0.0293457,0.00190737,0.013881
4.85353,2.08245,0.00228192,0.00179121,0.0118418
5.28082,1.96894,0.279016,0.00353853,0.0205181
5.73988,2.0072,0.370147,0.00399148,0.0234749
6.00141,2.018,0.362699,0.00430094,0.0229711
5.5142,1.96208,0.335158,0.00430626,0.0198324
5.39448,2.00967,0.486279,0.00405699,0.0178369
4.98853,1.99081,0.61371,0.00371328,0.0180931
4.94083,1.91638,0.6857,0.00353196,0.0199921
4.89422,1.92977,1.10809,0.00354373,0.0203908
5.5591,1.99392,0.909628,0.00352082,0.0221843
4.97961,1.9182,0.776447,0.0035572,0.0201338
4.88785,2.04121,0.346717,0.00358816,0.0261348
5.02457,1.98254,0.370671,0.00360382,0.0209883
4.77501,2.04137,0.353013,0.00360846,0.0186673
4.96535,1.87627,0.33864,0.00355888,0.0171073
5.03775,1.96377,0.415108,0.00479537,0.0256906
5.44664,1.88255,0.683639,0.00574041,0.0314069
7.30016,1.84413,0.644566,0.00597757,0.0305678
6.04828,1.88295,0.694201,0.00598169,0.0312078
4.74706,1.93243,0.526609,0.0054755,0.0247108
4.37593,1.94819,0.448666,0.00495545,0.0238185
5.95722,1.94393,0.42295,0.00496574,0.0239409
6.34847,1.92596,0.372882,0.00520072,0.0246417
6.23334,1.87274,0.410818,0.00532355,0.022824
5.70747,1.79395,0.375678,0.00524502,0.0217981
3.79072,1.92083,0.718936,0.00454556,0.0218906
3.19799,2.05658,0.335049,0.00467644,0.02295
3.04414,1.90135,0.344537,0.00502862,0.0249539
3.06031,1.96633,0.373424,0.0050479,0.0266891
5.30941,2.05243,0.43378,0.00523349,0.0275141
6.1282,2.03195,0.39425,0.00550032,0.0274414
6.33949,1.99319,0.391849,0.00541355,0.0252679
6.22837,2.04314,0.599107,0.00543507,0.026153
6.01721,1.85514,0.378103,0.0054014,0.0259858
6.36846,1.97185,0.371809,0.00542755,0.0276026
6.26893,2.05106,0.375847,0.00552896,0.0279609
6.19608,2.02743,0.690272,0.00543478,0.0275848
6.20169,2.05804,0.44538,0.00546232,0.026889
6.10795,1.94253,0.834899,0.00548762,0.0276695
7.43815,1.9824,0.404262,0.00565499,0.0265173
7.9439,1.92267,0.494562,0.00703953,0.0340296
7.7149,1.88158,0.498231,0.00706134,0.0322577
7.80399,1.77501,0.503505,0.00702524,0.0348923
4.53341,1.79763,0.43114,0.00608974,0.0283123
2.75229,1.99462,0.221121,0.00498854,0.0179329
3.02459,1.85285,0.0529819,0.00392636,0.0161466
3.07942,2.17078,0.0173206,0.00362638,0.0151716
3.46379,2.12963,0.00370076,0.00341864,0.0200063
3.64648,2.13071,0.000287771,0.00344627,0.0176278
3.70099,1.95855,0.00261393,0.00342796,0.0155877
5.31953,2.00355,0.000203259,0.00348907,0.0194766
5.38614,2.05236,0.391864,0.00405578,0.0264259
5.18842,1.91986,0.405835,0.00470286,0.0280395
6.96393,1.8778,0.364654,0.00494072,0.03236
7.18649,1.90065,0.374457,0.00527775,0.028696
7.72,1.83078,0.399358,0.00615817,0.0326473
4.04709,1.8969,0.306858,0.00627321,0.0354376
3.9396,1.88075,0.348629,0.00455829,0.0197389
4.82761,1.94777,0.0863698,0.00387283,0.0180265
4.58429,2.07358,0.110475,0.00374339,0.0179708
4.6181,2.07896,0.117262,0.00360381,0.0162878
4.59378,1.9504,0.170253,0.00363131,0.0148777
4.53825,1.86946,0.110094,0.0036065,0.0145432
4.52539,2.0052,0.200393,0.0036241,0.0139168
2.51133,2.00473,0.0887622,0.00370752,0.0156291
2.8629,2.13976,0.00690215,0.00297033,0.0136747
2.89812,2.057,0.000894518,0.0027842,0.0143301
1.68904,2.04046,6.95577E-05,0.00276313,0.012872
0,2.04209,5.40881E-06,0.0023686,0.0128699
0,2.06268,4.20589E-07,0.00285739,0.0141063
0,2.03258,3.2705E-08,0.00306437,0.016033
sphere 2.4 ===,,,,
force,  full_membrane_msg, contact_area_msg, mean_dis_msg, max_dis_msg
0,2.2107,0,0.00105265,0.0135951
0,2.25876,0,0.00112141,0.013663
0,2.1093,0,0.00115683,0.0148363
0,2.25502,0,0.00112912,0.0128667
0,2.13962,0,0.0011759,0.0145062
0,2.26665,0,0.00117744,0.0136261
0,2.16477,0,0.00126279,0.0156638
0,2.09469,0,0.00161612,0.0133635
0,2.27378,0,0.00166656,0.0182521
0,2.22092,0,0.00196493,0.0147215
0,2.21727,0,0.00183422,0.0137388
0.325848,2.22792,0,0.00252442,0.0143159
1.48717,2.11863,0,0.00217707,0.0164511
3.61961,2.03523,0,0.00231793,0.0153079
4.80437,2.08015,0,0.00321097,0.0180003
5.30202,2.11195,0,0.00380612,0.0192442
5.79707,2.06347,0.0139487,0.0041643,0.0186832
5.76765,2.08308,0.0188841,0.00435857,0.0223499
5.70868,2.03265,0.018171,0.00440003,0.0175191
5.67391,1.96165,0.00141298,0.00440367,0.0180626
5.59571,1.95974,0.000183122,0.00439177,0.0174901
8.69843,1.98065,1.42396E-05,0.0043344,0.0186557
8.17002,1.8353,0.680831,0.00644775,0.0332115
8.56127,1.90338,0.883383,0.00631931,0.0308375
7.16478,1.93367,0.977498,0.00636832,0.029483
7.55825,1.76762,0.759864,0.0056043,0.0223819
8.24204,1.89334,0.820865,0.0054467,0.024583
8.25357,1.86616,0.779431,0.00570095,0.0318909
8.22211,1.75853,0.750781,0.00576219,0.0268092
8.34393,1.9728,0.725781,0.00560242,0.0242544
8.42378,1.88015,0.796962,0.00563551,0.0253334
9.02619,1.88082,0.760192,0.00557481,0.0295404
10.1596,1.84535,0.728992,0.00618539,0.0319501
9.37261,1.7375,0.996495,0.00686247,0.0291769
8.82522,1.65537,1.24742,0.00717493,0.028212
6.43565,1.80826,1.23717,0.00586513,0.02073
6.64273,1.94584,0.438946,0.00464873,0.0208506
6.76079,1.88274,0.435478,0.00446801,0.0195741
6.94432,1.91271,0.319567,0.00442566,0.0223268
7.04124,2.00326,0.425957,0.00449982,0.0196035
7.14039,1.87891,0.390994,0.0045568,0.0182136
6.79715,1.9074,0.37674,0.00439705,0.0186634
6.90706,1.92688,0.312929,0.0043826,0.0208403
6.92719,1.91819,0.384019,0.00438312,0.0201852
6.95642,1.93234,0.3331,0.00440854,0.0210513
6.96648,1.91829,0.301062,0.00442702,0.0249462
6.95425,1.95591,0.33372,0.00444371,0.0233709
7.04767,1.94744,0.260399,0.00447157,0.0210295
7.07671,1.99215,0.785843,0.00483484,0.0167687
7.07926,1.93964,1.18356,0.00486065,0.0190902
7.06913,2.07502,0.462275,0.00453891,0.0199311
7.03678,1.93894,0.335653,0.00453462,0.0171184
6.95342,1.94031,0.338268,0.00455149,0.0184576
4.84601,2.04185,0.392488,0.00431979,0.0209182
2.99039,2.02205,0.0431046,0.00324193,0.0225622
3.29987,2.02804,0.00335181,0.00256983,0.0168475
1.35981,2.10505,0.000260637,0.00225151,0.0158882
1.81659,2.13499,2.02671E-05,0.0020902,0.0164212
4.02098,2.08086,0.000001576,0.00235272,0.017545
5.13193,2.13647,2.04246E-07,0.00297652,0.0169885
6.76296,2.00421,0.0115406,0.00380621,0.0203858
8.85432,1.91874,0.362554,0.0053116,0.024964
9.61504,1.81682,0.510323,0.00598419,0.0277828
10.1169,1.93851,0.454877,0.00666818,0.0288042
10.5793,1.80953,0.491494,0.00734956,0.0321773
10.3223,1.75619,0.492685,0.0084481,0.0376822
6.98622,1.90538,0.565206,0.00813292,0.0356033
6.15036,1.80223,0.365108,0.00557963,0.0271482
5.79344,1.95378,0.179899,0.00450764,0.0217101
6.4415,1.86148,0.0249126,0.0042247,0.0188511
8.39144,1.98286,0.351584,0.00518423,0.0264162
9.76042,1.91274,0.63039,0.00643451,0.0339173
10.5718,1.84568,0.647267,0.00797952,0.0358395
11.3227,1.77797,0.803073,0.00927346,0.0404057
11.1969,1.84849,0.645872,0.0101741,0.0426871
9.6628,1.76775,0.573673,0.00953736,0.0388192
8.82115,1.81129,0.957813,0.00805289,0.0324351
7.04767,1.83203,1.15758,0.0068006,0.0259146
3.27631,1.86957,0.447078,0.00435795,0.017906
3.11431,2.06607,0.0347648,0.00256716,0.0143058
6.755,2.02099,0.014381,0.00305779,0.0178922
8.92609,1.92066,0.292368,0.0049005,0.0244849
9.93445,1.9422,0.569119,0.00657064,0.0336939
11.6157,1.77393,0.617485,0.00832466,0.0385781
12.4913,1.67881,0.603311,0.0104052,0.0443449
13.2189,1.66651,0.374918,0.0118268,0.049379
12.378,1.67925,0.216973,0.0128679,0.0516414
9.62542,1.71667,0.253599,0.0103063,0.0388167
6.24798,1.86852,0.601511,0.00718113,0.0268556
3.867,1.96588,0.522505,0.0046081,0.0193281
8.48536,2.0808,0.0779065,0.00357459,0.0221668
10.3979,1.94004,0.593166,0.00653362,0.0361256
12.5449,1.75981,0.563415,0.00892858,0.040402
13.0618,1.73354,0.515441,0.0122079,0.050667
13.5329,1.70815,0.230648,0.0132843,0.0549347
11.2163,1.72979,0.187923,0.0127374,0.049163
10.1263,1.83438,0.330989,0.00974382,0.0388591
5.4411,1.91484,0.435767,0.0075982,0.0318634
2.95295,1.89709,0.153115,0.00373444,0.0175402
8.73792,2.15986,0.0119063,0.00306275,0.0202418
10.0757,2.07565,0.480894,0.00662033,0.0324024
11.3153,1.83373,0.667918,0.00913978,0.0390784
12.3761,1.74644,0.582,0.0103283,0.0434795
12.4732,1.65191,0.421386,0.0119428,0.0495531
13.2275,1.67491,0.24534,0.0136475,0.0556876
13.5479,1.6459,0.2023,0.0155303,0.061723
14.3268,1.54441,0.193347,0.0166477,0.0663152
11.3495,1.47989,0.212477,0.0175266,0.0636652
11.3757,1.6295,0.19601,0.0124482,0.0483066
8.05877,1.89593,0.390689,0.00952457,0.0348201
3.17564,1.77872,0.376385,0.00530001,0.0206025
2.34665,2.09287,0.0550795,0.00269884,0.0165883
8.54764,2.10452,0.0159104,0.00359262,0.0263141
10.2851,1.924,0.583316,0.00766889,0.0364024
9.90841,1.76887,0.633208,0.0103271,0.0439566
11.3629,1.73807,0.533011,0.0104491,0.0434772
10.3535,1.82534,0.551079,0.0108741,0.0445777
11.0495,1.76746,0.672194,0.0106647,0.0432326
12.2384,1.7323,0.587856,0.010538,0.043896
11.531,1.69756,0.572403,0.0102738,0.0438644
6.67814,1.66661,0.574626,0.00821848,0.0324178
1.1612,2.04855,0.544329,0.00470239,0.0187467
0,2.13644,0.0438672,0.00253809,0.0134826
3.82911,2.0944,0.00568519,0.00281067,0.0141387
5.87336,2.07275,0.10225,0.00375145,0.0182126
5.8789,1.97912,0.32859,0.00441885,0.0202024
7.34416,1.92717,0.300408,0.00460736,0.0231451
8.36074,1.98296,0.374627,0.00541056,0.0264663
7.92231,1.85161,0.443054,0.00563134,0.0227734
7.5508,1.88007,0.433313,0.00532498,0.0200139
7.49139,1.91331,0.381497,0.00508339,0.0192793
6.59656,2.00343,0.306564,0.00473336,0.0209356
6.38515,1.97861,0.198505,0.00461247,0.0182917
4.29111,2.04098,0.107393,0.00369909,0.0172498
0,2.17653,0.025894,0.00245221,0.0152786
0,2.23366,0.00201352,0.00120547,0.0124361
0,2.15934,0.000156571,0.00108294,0.0144114
0,2.15187,0.000012175,0.00105639,0.0141509
0,2.40909,1.57788E-06,0.00105795,0.0125611
0,2.19845,1.22696E-07,0.00107845,0.0144212
0,2.13305,1.59014E-08,0.00107903,0.0148025
0,2.07993,1.23649E-09,0.0031,0.019286
