,time,left_pwm,right_pwm,left_pressure,right_pressure,left_flex,right_flex,base_pos_x,base_pos_y,tip_pos_x,tip_pos_y
1502,45.29992676,66,66,574,53,0,579,622.5386454,238.8913806,636.5456723,357.9426145
1503,45.32995605,66,66,567,52,1,581,622.5386454,238.8913806,636.5456723,357.9426145
1504,45.35998535,66,66,578,51,1,582,622.5386454,238.8913806,636.5456723,357.9426145
1505,45.39001465,66,66,574,51,2,579,622.5386454,238.8913806,636.5456723,357.9426145
1506,45.41992188,0,0,572,52,1,580,622.5386454,238.8913806,636.5456723,357.9426145
1507,45.43994141,175,175,571,52,1,580,622.5386454,238.8913806,636.5456723,357.9426145
1508,45.47998047,175,175,569,51,2,580,622.5386454,238.8913806,636.5456723,357.9426145
1509,45.51000977,175,175,577,52,0,580,622.53909,239.0499345,636.5217283,357.9345953
1510,45.53991699,175,175,566,52,2,577,622.53909,239.0499345,636.5217283,357.9345953
1511,45.56994629,175,175,565,52,1,571,622.53909,239.0499345,636.5217283,357.9345953
1512,45.59997559,175,175,569,52,3,567,622.53909,239.0499345,636.5217283,357.9345953
1513,45.63000488,175,175,555,52,2,563,622.53909,239.0499345,636.5217283,357.9345953
1514,45.65991211,175,175,554,51,1,560,622.53909,239.0499345,636.5217283,357.9345953
1515,45.68994141,175,175,551,53,1,555,622.53909,239.0499345,636.5217283,357.9345953
1516,45.72998047,175,175,547,53,2,552,622.53909,239.0499345,636.5217283,357.9345953
1517,45.76000977,175,175,543,52,1,550,622.53909,239.0499345,636.5217283,357.9345953
1518,45.78991699,175,175,542,52,0,545,622.53909,239.0499345,636.5217283,357.9345953
1519,45.81994629,175,175,544,52,1,544,622.53909,239.0499345,636.5217283,357.9345953
1520,45.84997559,175,175,535,52,0,541,622.53909,239.0499345,636.5217283,357.9345953
1521,45.88000488,175,175,531,51,1,539,622.53909,239.0499345,636.5217283,357.9345953
1522,45.90991211,175,175,537,52,0,535,622.53909,239.0499345,636.5217283,357.9345953
1523,45.93994141,175,175,526,52,1,536,622.53909,239.0499345,636.5217283,357.9345953
1524,45.97998047,175,175,526,52,0,530,622.53909,239.0499345,636.5217283,357.9345953
1525,46.01000977,175,175,526,51,1,529,622.53909,239.0499345,636.5217283,357.9345953
1526,46.03991699,175,175,523,53,1,523,622.4959993,238.9879747,652.7224893,358.4921951
1527,46.06994629,175,175,518,52,1,525,622.4959993,238.9879747,652.7224893,358.4921951
1528,46.09997559,175,175,519,52,1,524,622.4959993,238.9879747,652.7224893,358.4921951
1529,46.13000488,175,175,524,51,3,524,622.4959993,238.9879747,652.7224893,358.4921951
1530,46.15991211,175,175,514,51,2,524,622.4959993,238.9879747,652.7224893,358.4921951
1531,46.18994141,175,175,517,51,2,524,622.4959993,238.9879747,652.7224893,358.4921951
1532,46.2199707,175,175,516,52,1,523,622.4959993,238.9879747,652.7224893,358.4921951
1533,46.26000977,175,175,512,52,2,522,622.4959993,238.9879747,652.7224893,358.4921951
1534,46.28991699,175,175,512,54,0,521,622.4959993,238.9879747,652.7224893,358.4921951
1535,46.31994629,175,175,511,51,1,521,622.4959993,238.9879747,652.7224893,358.4921951
1536,46.34997559,175,175,518,52,0,520,622.4959993,238.9879747,652.7224893,358.4921951
1537,46.38000488,175,175,507,51,1,520,622.4959993,238.9879747,652.7224893,358.4921951
1538,46.40991211,175,175,510,51,1,521,622.4959993,238.9879747,652.7224893,358.4921951
1539,46.43994141,39,39,519,51,1,521,622.4959993,238.9879747,652.7224893,358.4921951
1540,46.4699707,39,39,513,51,1,520,622.4959993,238.9879747,652.7224893,358.4921951
1541,46.5,39,39,509,52,1,522,622.4959993,238.9879747,652.7224893,358.4921951
1542,46.5300293,39,39,519,52,0,527,622.4959993,238.9879747,652.7224893,358.4921951
1543,46.55993652,39,39,519,51,0,527,622.4959993,238.9879747,652.7224893,358.4921951
1544,46.58996582,39,39,522,53,1,532,622.4959993,238.9879747,652.7224893,358.4921951
1545,46.61999512,39,39,519,52,0,536,622.4959993,238.9879747,652.7224893,358.4921951
1546,46.65002441,39,39,531,52,1,539,622.4959993,238.9879747,652.7224893,358.4921951
1547,46.66992188,39,39,534,52,1,546,622.4959993,238.9879747,652.7224893,358.4921951
1548,46.69995117,39,39,539,52,1,555,622.4959993,238.9879747,652.7224893,358.4921951
1549,46.72998047,39,39,546,53,2,559,622.4959993,238.9879747,652.7224893,358.4921951
1550,46.76000977,39,39,549,52,2,562,622.4959993,238.9879747,652.7224893,358.4921951
1551,46.78991699,39,39,553,51,1,564,622.5004958,238.8913598,638.2238812,358.3020575
1552,46.81994629,39,39,550,51,2,568,622.5004958,238.8913598,638.2238812,358.3020575
1553,46.84997559,39,39,561,52,2,569,622.5004958,238.8913598,638.2238812,358.3020575
1554,46.88000488,39,39,560,52,0,571,622.5004958,238.8913598,638.2238812,358.3020575
1555,46.90991211,39,39,562,51,0,572,622.5004958,238.8913598,638.2238812,358.3020575
1556,46.93994141,39,39,558,52,2,572,622.5004958,238.8913598,638.2238812,358.3020575
1557,46.9699707,39,39,565,52,3,575,622.5004958,238.8913598,638.2238812,358.3020575
1558,47,39,39,566,52,1,579,622.5004958,238.8913598,638.2238812,358.3020575
1559,47.0300293,39,39,568,52,0,580,622.5004958,238.8913598,638.2238812,358.3020575
1560,47.04992676,39,39,572,52,1,581,622.5004958,238.8913598,638.2238812,358.3020575
1561,47.07995605,39,39,572,53,1,583,622.5004958,238.8913598,638.2238812,358.3020575
1562,47.10998535,39,39,571,52,0,584,622.5004958,238.8913598,638.2238812,358.3020575
1563,47.14001465,39,39,568,52,0,583,622.5004958,238.8913598,638.2238812,358.3020575
1564,47.16992188,39,39,580,52,1,583,622.5004958,238.8913598,638.2238812,358.3020575
1565,47.19995117,39,39,575,52,1,584,622.5004958,238.8913598,638.2238812,358.3020575
1566,47.22998047,39,39,577,52,1,584,622.5004958,238.8913598,638.2238812,358.3020575
1567,47.26000977,39,39,571,52,2,585,622.5004958,238.8913598,638.2238812,358.3020575
1568,47.28991699,39,39,581,52,1,587,622.5004958,238.8913598,638.2238812,358.3020575
1569,47.31994629,39,39,577,52,2,586,622.5004958,238.8913598,638.2238812,358.3020575
1570,47.34997559,39,39,579,53,1,587,622.5004958,238.8913598,638.2238812,358.3020575
1571,47.38000488,39,39,583,52,2,588,622.5004958,238.8913598,638.2238812,358.3020575
1572,47.40002441,39,39,583,51,1,589,622.5004958,238.8913598,638.2238812,358.3020575
1573,47.43994141,114,114,573,52,1,590,622.5004958,238.8913598,638.2238812,358.3020575
1574,47.45996094,114,114,576,53,2,589,622.5004958,238.8913598,638.2238812,358.3020575
1575,47.5,114,114,585,52,1,590,622.5004958,238.8913598,638.2238812,358.3020575
1576,47.5300293,114,114,581,52,1,587,622.5004958,238.8913598,638.2238812,358.3020575
1577,47.55993652,114,114,577,52,3,587,622.5004958,238.8913598,638.2238812,358.3020575
1578,47.58996582,114,114,578,53,1,586,622.5004958,238.8913598,638.2238812,358.3020575
1579,47.61999512,114,114,579,51,1,582,622.5004958,238.8913598,638.2238812,358.3020575
1580,47.65002441,114,114,570,52,1,580,622.5004958,238.8913598,638.2238812,358.3020575
1581,47.67993164,114,114,570,51,1,575,622.5004958,238.8913598,638.2238812,358.3020575
1582,47.70996094,114,114,574,52,1,572,622.5004958,238.8913598,638.2238812,358.3020575
1583,47.75,114,114,565,52,1,571,622.5004958,238.8913598,638.2238812,358.3020575
1584,47.7800293,114,114,560,52,1,565,622.5004958,238.8913598,638.2238812,358.3020575
1585,47.80993652,114,114,565,51,2,565,622.5004958,238.8913598,638.2238812,358.3020575
1586,47.83996582,114,114,557,52,1,565,622.5004958,238.8913598,638.2238812,358.3020575
1587,47.86999512,114,114,552,53,1,562,622.5004958,238.8913598,638.2238812,358.3020575
1588,47.90002441,114,114,552,52,1,561,622.5004958,238.8913598,638.2238812,358.3020575
1589,47.92993164,114,114,559,52,1,562,622.5004958,238.8913598,638.2238812,358.3020575
1590,47.95996094,114,114,550,52,0,558,622.5004958,238.8913598,638.2238812,358.3020575
1591,47.98999023,114,114,547,51,2,557,622.5004958,238.8913598,638.2238812,358.3020575
1592,48.0300293,114,114,554,52,0,553,622.5004958,238.8913598,638.2238812,358.3020575
1593,48.05993652,114,114,545,52,1,552,622.5004958,238.8913598,638.2238812,358.3020575
1594,48.08996582,114,114,543,52,3,552,622.5004958,238.8913598,638.2238812,358.3020575
1595,48.11999512,114,114,543,51,1,549,622.5004958,238.8913598,638.2238812,358.3020575
1596,48.15002441,114,114,547,52,2,552,622.5004958,238.8913598,638.2238812,358.3020575
1597,48.17993164,114,114,539,53,1,553,622.5004958,238.8913598,638.2238812,358.3020575
1598,48.20996094,114,114,540,52,0,552,622.5004958,238.8913598,638.2238812,358.3020575
1599,48.23999023,114,114,549,52,0,550,622.5004958,238.8913598,638.2238812,358.3020575
1600,48.2800293,114,114,542,52,1,548,622.5004958,238.8913598,638.2238812,358.3020575
1601,48.30993652,114,114,539,52,0,550,622.5004958,238.8913598,638.2238812,358.3020575
1602,48.33996582,114,114,547,52,1,549,622.5004958,238.8913598,638.2238812,358.3020575
1603,48.36999512,114,114,540,52,1,547,622.5004958,238.8913598,638.2238812,358.3020575
1604,48.40002441,114,114,536,52,1,547,622.540834,238.9155317,645.7697562,358.66207
1605,48.42993164,114,114,536,52,1,548,622.540834,238.9155317,645.7697562,358.66207
1606,48.45996094,48,48,543,52,0,548,622.540834,238.9155317,645.7697562,358.66207
1607,48.48999023,48,48,542,52,1,550,622.540834,238.9155317,645.7697562,358.66207
1608,48.52001953,48,48,538,52,0,550,622.540834,238.9155317,645.7697562,358.66207
1609,48.54992676,48,48,547,52,1,551,622.540834,238.9155317,645.7697562,358.66207
1610,48.57995605,48,48,544,53,1,553,622.540834,238.9155317,645.7697562,358.66207
1611,48.60998535,48,48,546,51,0,555,622.540834,238.9155317,645.7697562,358.66207
1612,48.64001465,48,48,544,52,2,558,622.540834,238.9155317,645.7697562,358.66207
1613,48.66992188,48,48,552,53,1,560,622.540834,238.9155317,645.7697562,358.66207
1614,48.69995117,48,48,552,51,1,562,622.540834,238.9155317,645.7697562,358.66207
1615,48.7199707,48,48,556,52,1,568,622.540834,238.9155317,645.7697562,358.66207
1616,48.75,48,48,563,51,2,572,622.540834,238.9155317,645.7697562,358.66207
1617,48.7800293,48,48,561,52,2,571,622.540834,238.9155317,645.7697562,358.66207
1618,48.80993652,48,48,561,52,1,574,622.540834,238.9155317,645.7697562,358.66207
1619,48.83996582,48,48,560,52,1,573,622.540834,238.9155317,645.7697562,358.66207
1620,48.86999512,48,48,569,53,0,575,622.540834,238.9155317,645.7697562,358.66207
1621,48.90002441,48,48,566,53,0,575,622.540834,238.9155317,645.7697562,358.66207
1622,48.92993164,48,48,566,51,1,575,622.540834,238.9155317,645.7697562,358.66207
1623,48.95996094,48,48,563,52,1,576,622.540834,238.9155317,645.7697562,358.66207
1624,48.98999023,48,48,568,52,0,577,622.540834,238.9155317,645.7697562,358.66207
1625,49.02001953,48,48,566,52,0,580,622.540834,238.9155317,645.7697562,358.66207
1626,49.03991699,48,48,563,52,1,581,622.540834,238.9155317,645.7697562,358.66207
1627,49.06994629,48,48,575,52,1,581,622.540834,238.9155317,645.7697562,358.66207
1628,49.09997559,48,48,575,53,1,583,622.540834,238.9155317,645.7697562,358.66207
1629,49.13000488,48,48,573,51,1,583,622.540834,238.9155317,645.7697562,358.66207
1630,49.15991211,48,48,569,52,1,584,622.540834,238.9155317,645.7697562,358.66207
1631,49.18994141,48,48,580,52,0,583,622.540834,238.9155317,645.7697562,358.66207
1632,49.2199707,48,48,576,51,0,582,622.540834,238.9155317,645.7697562,358.66207
1633,49.25,48,48,574,51,0,584,622.540834,238.9155317,645.7697562,358.66207
1634,49.2800293,48,48,579,52,1,583,622.540834,238.9155317,645.7697562,358.66207
1635,49.30993652,48,48,578,52,0,583,622.540834,238.9155317,645.7697562,358.66207
1636,49.33996582,48,48,574,52,1,586,622.540834,238.9155317,645.7697562,358.66207
1637,49.36999512,48,48,567,51,0,585,622.540834,238.9155317,645.7697562,358.66207
1638,49.39001465,48,48,580,51,2,585,622.540834,238.9155317,645.7697562,358.66207
1639,49.41992188,48,48,577,52,2,586,622.540834,238.9155317,645.7697562,358.66207
1640,49.44995117,194,194,577,51,1,584,622.540834,238.9155317,645.7697562,358.66207
1641,49.47998047,194,194,572,52,0,587,622.540834,238.9155317,645.7697562,358.66207
1642,49.52001953,194,194,571,52,1,586,622.540834,238.9155317,645.7697562,358.66207
1643,49.54992676,194,194,570,52,0,583,622.540834,238.9155317,645.7697562,358.66207
1644,49.57995605,194,194,571,52,1,580,622.540834,238.9155317,645.7697562,358.66207
1645,49.60998535,194,194,569,53,2,573,622.540834,238.9155317,645.7697562,358.66207
1646,49.64001465,194,194,575,52,1,570,622.540834,238.9155317,645.7697562,358.66207
1647,49.66992188,194,194,562,52,1,564,622.540834,238.9155317,645.7697562,358.66207
1648,49.69995117,194,194,558,52,1,561,622.540834,238.9155317,645.7697562,358.66207
1649,49.72998047,194,194,560,52,0,556,622.540834,238.9155317,645.7697562,358.66207
1650,49.77001953,194,194,546,52,2,551,622.540834,238.9155317,645.7697562,358.66207
1651,49.79992676,194,194,543,51,2,550,622.540834,238.9155317,645.7697562,358.66207
1652,49.82995605,194,194,540,51,1,543,622.540834,238.9155317,645.7697562,358.66207
1653,49.85998535,194,194,541,52,1,541,622.540834,238.9155317,645.7697562,358.66207
1654,49.89001465,194,194,535,51,1,536,622.540834,238.9155317,645.7697562,358.66207
1655,49.91992188,194,194,530,52,1,533,622.540834,238.9155317,645.7697562,358.66207
1656,49.94995117,194,194,535,51,0,532,622.540834,238.9155317,645.7697562,358.66207
1657,49.97998047,194,194,520,53,0,529,622.540834,238.9155317,645.7697562,358.66207
1658,50.01000977,194,194,518,51,1,527,622.540834,238.9155317,645.7697562,358.66207
1659,50.03991699,194,194,518,52,1,525,622.540834,238.9155317,645.7697562,358.66207
1660,50.07995605,194,194,514,51,0,523,622.540834,238.9155317,645.7697562,358.66207
1661,50.10998535,194,194,516,52,0,521,622.540834,238.9155317,645.7697562,358.66207
1662,50.14001465,194,194,514,51,0,519,622.540834,238.9155317,645.7697562,358.66207
1663,50.16992188,194,194,521,52,0,520,622.540834,238.9155317,645.7697562,358.66207
1664,50.19995117,194,194,510,51,1,518,622.540834,238.9155317,645.7697562,358.66207
1665,50.22998047,194,194,510,52,1,519,622.540834,238.9155317,645.7697562,358.66207
1666,50.26000977,194,194,518,52,0,517,622.540834,238.9155317,645.7697562,358.66207
1667,50.28991699,194,194,504,53,1,514,622.540834,238.9155317,645.7697562,358.66207
1668,50.32995605,194,194,506,52,1,516,622.540834,238.9155317,645.7697562,358.66207
