,time,left_pwm,right_pwm,left_pressure,right_pressure,left_flex,right_flex,base_pos_x,base_pos_y,tip_pos_x,tip_pos_y
1160,35.2199707,110,110,540,52,0,550,622.3655925,238.9812933,652.8059207,358.4970402
1161,35.26000977,110,110,545,53,2,552,622.3655925,238.9812933,652.8059207,358.4970402
1162,35.28991699,110,110,541,52,0,552,622.3655925,238.9812933,652.8059207,358.4970402
1163,35.31994629,0,0,546,52,1,551,622.3655925,238.9812933,652.8059207,358.4970402
1164,35.34997559,3,3,539,51,1,552,622.3655925,238.9812933,652.8059207,358.4970402
1165,35.36999512,3,3,545,53,0,550,622.3655925,238.9812933,652.8059207,358.4970402
1166,35.40002441,3,3,543,52,1,548,622.3655925,238.9812933,652.8059207,358.4970402
1167,35.42993164,3,3,548,52,0,552,622.3655925,238.9812933,652.8059207,358.4970402
1168,35.44995117,3,3,546,52,0,551,622.3655925,238.9812933,652.8059207,358.4970402
1169,35.47998047,3,3,549,52,0,559,622.5325077,238.934014,642.7823161,358.4248872
1170,35.51000977,3,3,553,52,1,563,622.5325077,238.934014,642.7823161,358.4248872
1171,35.5300293,3,3,556,52,1,570,622.5325077,238.934014,642.7823161,358.4248872
1172,35.55993652,3,3,561,52,1,573,622.5709958,239.0925593,635.6762304,358.0226062
1173,35.58996582,3,3,563,53,2,575,622.5709958,239.0925593,635.6762304,358.0226062
1174,35.61999512,3,3,564,53,1,577,622.5709958,239.0925593,635.6762304,358.0226062
1175,35.64001465,3,3,568,52,0,579,622.4066453,239.1477211,633.7982998,357.8562389
1176,35.66992188,3,3,569,52,0,581,622.4066453,239.1477211,633.7982998,357.8562389
1177,35.69995117,3,3,571,52,1,581,622.4066453,239.1477211,633.7982998,357.8562389
1178,35.7199707,3,3,574,52,1,582,622.4066453,239.1477211,633.7982998,357.8562389
1179,35.75,3,3,573,51,0,584,622.4066453,239.1477211,633.7982998,357.8562389
1180,35.7800293,3,3,576,51,1,585,622.4066453,239.1477211,633.7982998,357.8562389
1181,35.79992676,3,3,576,52,0,587,622.4066453,239.1477211,633.7982998,357.8562389
1182,35.82995605,3,3,578,52,0,589,622.4066453,239.1477211,633.7982998,357.8562389
1183,35.85998535,3,3,582,51,0,591,622.4066453,239.1477211,633.7982998,357.8562389
1184,35.89001465,3,3,582,52,1,594,622.4066453,239.1477211,633.7982998,357.8562389
1185,35.90991211,3,3,585,52,1,594,622.4066453,239.1477211,633.7982998,357.8562389
1186,35.93994141,3,3,586,52,2,594,622.3364436,238.9885358,630.4817795,357.0738779
1187,35.9699707,3,3,585,52,1,595,622.3364436,238.9885358,631.1560386,357.0424683
1188,35.98999023,3,3,588,52,1,595,622.3364436,238.9885358,631.1560386,357.0424683
1189,36.02001953,3,3,588,52,0,595,622.3364436,238.9885358,631.1560386,357.0424683
1190,36.04992676,3,3,587,51,3,597,622.3364436,238.9885358,631.1560386,357.0424683
1191,36.06994629,3,3,590,52,0,597,622.3364436,238.9885358,631.1560386,357.0424683
1192,36.09997559,3,3,588,52,0,599,622.3364436,238.9885358,631.1560386,357.0424683
1193,36.13000488,3,3,590,52,0,595,622.3364436,238.9885358,631.1560386,357.0424683
1194,36.15991211,3,3,591,52,0,597,622.3364436,238.9885358,631.1560386,357.0424683
1195,36.17993164,3,3,590,51,1,599,622.3364436,238.9885358,631.1560386,357.0424683
1196,36.20996094,3,3,592,52,1,600,622.3364436,238.9885358,631.1560386,357.0424683
1197,36.23999023,3,3,590,52,1,603,622.3364436,238.9885358,631.1560386,357.0424683
1198,36.26000977,3,3,590,52,2,601,622.3364436,238.9885358,631.1560386,357.0424683
1199,36.28991699,3,3,591,51,2,599,622.3364436,238.9885358,631.1560386,357.0424683
1200,36.31994629,3,3,590,51,0,601,622.3364436,238.9885358,631.1560386,357.0424683
1201,36.34997559,144,144,591,52,0,601,622.3364436,238.9885358,631.1560386,357.0424683
1202,36.38000488,144,144,587,51,1,597,622.3364436,238.9885358,631.1560386,357.0424683
1203,36.40991211,144,144,597,52,1,600,622.3364436,238.9885358,631.1560386,357.0424683
1204,36.43994141,144,144,589,52,1,598,622.3364436,238.9885358,631.1560386,357.0424683
1205,36.4699707,144,144,585,53,1,595,622.3749378,239.1469884,631.7079408,357.33106
1206,36.5,144,144,584,51,9,592,622.3749378,239.1469884,631.7079408,357.33106
1207,36.5300293,144,144,589,52,0,588,622.3749378,239.1469884,631.7079408,357.33106
1208,36.55993652,144,144,578,52,2,582,622.3749378,239.1469884,631.7079408,357.33106
1209,36.59997559,144,144,575,52,1,578,622.3749378,239.1469884,631.7079408,357.33106
1210,36.63000488,144,144,580,52,1,574,622.3749378,239.1469884,631.7079408,357.33106
1211,36.65991211,144,144,567,52,1,567,622.3749378,239.1469884,631.7079408,357.33106
1212,36.68994141,144,144,559,52,1,565,622.3364436,238.9885358,643.7278818,358.6473709
1213,36.7199707,144,144,556,52,1,564,622.3364436,238.9885358,643.7278818,358.6473709
1214,36.75,144,144,557,51,0,561,622.3364436,238.9885358,643.7278818,358.6473709
1215,36.7800293,144,144,551,52,1,557,622.3364436,238.9885358,643.7278818,358.6473709
1216,36.80993652,144,144,549,52,1,555,622.3364436,238.9885358,643.7278818,358.6473709
1217,36.83996582,144,144,556,51,0,551,622.3364436,238.9885358,643.7278818,358.6473709
1218,36.88000488,144,144,544,53,1,549,622.3364436,238.9885358,643.7278818,358.6473709
1219,36.90991211,144,144,540,51,2,548,622.3364436,238.9885358,643.7278818,358.6473709
1220,36.93994141,144,144,547,52,1,542,622.3364436,238.9885358,643.7278818,358.6473709
1221,36.9699707,144,144,535,52,1,541,622.3364436,238.9885358,643.7278818,358.6473709
1222,37,144,144,531,52,2,542,622.3364436,238.9885358,643.7278818,358.6473709
1223,37.0300293,144,144,532,52,11,538,622.3364436,238.9885358,643.7278818,358.6473709
1224,37.05993652,144,144,532,52,1,538,622.3364436,238.9885358,643.7278818,358.6473709
1225,37.09997559,144,144,531,51,1,540,622.3364436,238.9885358,643.7278818,358.6473709
1226,37.13000488,144,144,531,51,0,539,622.3364436,238.9885358,643.7278818,358.6473709
1227,37.15991211,144,144,527,52,1,536,622.3364436,238.9885358,643.7278818,358.6473709
1228,37.18994141,144,144,527,52,0,535,622.3364436,238.9885358,643.7278818,358.6473709
1229,37.2199707,144,144,532,52,0,533,622.3364436,238.9885358,643.7278818,358.6473709
1230,37.25,144,144,523,53,0,536,622.3364436,238.9885358,643.7278818,358.6473709
1231,37.2800293,144,144,526,52,1,531,622.41797,239.0495311,650.3864952,358.6075731
1232,37.30993652,144,144,533,52,1,529,622.41797,239.0495311,650.3864952,358.6075731
1233,37.34997559,144,144,525,52,1,534,622.41797,239.0495311,650.3864952,358.6075731
1234,37.38000488,80,80,524,52,0,533,622.41797,239.0495311,650.3864952,358.6075731
1235,37.40991211,80,80,533,52,0,534,622.41797,239.0495311,650.3864952,358.6075731
1236,37.42993164,80,80,526,52,1,535,622.41797,239.0495311,650.3864952,358.6075731
1237,37.45996094,80,80,526,52,1,536,622.41797,239.0495311,650.3864952,358.6075731
1238,37.48999023,80,80,526,52,1,538,622.41797,239.0495311,650.3864952,358.6075731
1239,37.52001953,80,80,535,52,1,537,622.41797,239.0495311,650.3864952,358.6075731
1240,37.54992676,80,80,532,52,0,540,622.41797,239.0495311,650.3864952,358.6075731
1241,37.57995605,80,80,532,52,0,544,622.41797,239.0495311,650.3864952,358.6075731
1242,37.60998535,80,80,533,52,1,547,622.3497487,239.2289318,645.4607475,358.776712
1243,37.64001465,80,80,538,52,1,549,622.3497487,239.2289318,645.4607475,358.776712
1244,37.66992188,80,80,536,52,1,552,622.3497487,239.2289318,645.4607475,358.776712
1245,37.69995117,80,80,537,51,0,553,622.3497487,239.2289318,645.4607475,358.776712
1246,37.72998047,80,80,549,52,1,554,622.3497487,239.2289318,645.4607475,358.776712
1247,37.75,80,80,549,52,1,556,622.3497487,239.2289318,645.4607475,358.776712
1248,37.7800293,80,80,546,51,1,557,622.3497487,239.2289318,645.4607475,358.776712
1249,37.80993652,80,80,543,52,1,555,622.3497487,239.2289318,645.4607475,358.776712
1250,37.83996582,80,80,555,51,1,556,622.3497487,239.2289318,645.4607475,358.776712
1251,37.86999512,80,80,548,52,0,556,622.3497487,239.2289318,645.4607475,358.776712
1252,37.90002441,80,80,545,52,0,558,622.3497487,239.2289318,645.4607475,358.776712
1253,37.92993164,80,80,551,52,1,561,622.3497487,239.2289318,645.4607475,358.776712
1254,37.95996094,80,80,557,51,1,561,622.3497487,239.2289318,645.4607475,358.776712
1255,37.98999023,80,80,553,52,2,560,622.3497487,239.2289318,645.4607475,358.776712
1256,38.02001953,80,80,549,52,0,563,622.3497487,239.2289318,645.4607475,358.776712
1257,38.04992676,80,80,560,52,0,565,622.3497487,239.2289318,645.4607475,358.776712
1258,38.06994629,80,80,557,53,0,565,622.3497487,239.2289318,645.4607475,358.776712
1259,38.09997559,80,80,556,51,0,566,622.3497487,239.2289318,645.4607475,358.776712
1260,38.13000488,80,80,553,52,1,564,622.3497487,239.2289318,645.4607475,358.776712
1261,38.15991211,80,80,562,52,2,566,622.3497487,239.2289318,645.4607475,358.776712
1262,38.18994141,80,80,557,51,0,567,622.2094373,239.0811854,639.9764946,358.2103351
1263,38.2199707,80,80,553,52,2,568,622.2094373,239.0811854,639.9764946,358.2103351
1264,38.25,80,80,555,52,2,565,622.2094373,239.0811854,639.9764946,358.2103351
1265,38.2800293,80,80,561,52,1,565,622.2094373,239.0811854,639.9764946,358.2103351
1266,38.30993652,80,80,558,52,1,566,622.2094373,239.0811854,639.9764946,358.2103351
1267,38.33996582,80,80,553,52,1,566,622.2094373,239.0811854,639.9764946,358.2103351
1268,38.36999512,165,165,563,52,1,567,622.2094373,239.0811854,639.9764946,358.2103351
1269,38.40002441,165,165,561,52,2,564,622.1664854,239.0193337,640.3225273,358.0545445
1270,38.42993164,165,165,552,52,1,566,622.1664854,239.0193337,640.3225273,358.0545445
1271,38.45996094,165,165,555,51,1,567,622.1664854,239.0193337,640.3225273,358.0545445
1272,38.48999023,165,165,562,53,1,564,622.1664854,239.0193337,640.3225273,358.0545445
1273,38.52001953,165,165,551,52,1,561,622.1664854,239.0193337,640.3225273,358.0545445
1274,38.54992676,165,165,550,52,0,556,622.1664854,239.0193337,640.3225273,358.0545445
1275,38.57995605,165,165,547,52,2,555,622.1664854,239.0193337,640.3225273,358.0545445
1276,38.61999512,165,165,543,53,1,550,622.1664854,239.0193337,640.3225273,358.0545445
1277,38.65002441,165,165,540,52,1,547,622.1664854,239.0193337,640.3225273,358.0545445
1278,38.67993164,165,165,539,52,1,546,622.1664854,239.0193337,640.3225273,358.0545445
1279,38.70996094,165,165,544,52,2,544,622.1664854,239.0193337,640.3225273,358.0545445
1280,38.73999023,165,165,535,52,0,539,622.1664854,239.0193337,640.3225273,358.0545445
1281,38.77001953,165,165,533,52,1,540,622.1664854,239.0193337,640.3225273,358.0545445
1282,38.79992676,165,165,540,52,0,536,622.1664854,239.0193337,640.3225273,358.0545445
1283,38.82995605,165,165,527,52,2,535,622.1664854,239.0193337,640.3225273,358.0545445
1284,38.86999512,165,165,527,52,1,535,622.1664854,239.0193337,640.3225273,358.0545445
