,time,left_pwm,right_pwm,left_pressure,right_pressure,left_flex,right_flex,base_pos_x,base_pos_y,tip_pos_x,tip_pos_y
0,0.0,0.0,0.0,594.0,52.0,1.0,602.0,622.2286862301554,238.96298436665074,643.8884069278151,365.7426703867553
1,0.030029296875,0.0,0.0,594.0,52.0,0.0,603.0,622.2286862301554,238.96298436665074,643.8884069278151,365.7426703867553
2,0.06005859375,0.0,0.0,595.0,52.0,2.0,605.0,622.2286862301554,238.96298436665074,643.8884069278151,365.7426703867553
3,0.0799560546875,0.0,0.0,593.0,52.0,1.0,601.0,622.2286862301554,238.96298436665074,643.8884069278151,365.7426703867553
4,0.1099853515625,0.0,0.0,594.0,52.0,1.0,603.0,622.2286862301554,238.96298436665074,643.8884069278151,365.7426703867553
5,0.1400146484375,0.0,0.0,595.0,51.0,1.0,603.0,622.2286862301554,238.96298436665074,643.8884069278151,365.7426703867553
6,0.1700439453125,0.0,0.0,594.0,51.0,2.0,602.0,622.2286862301554,238.96298436665074,643.8884069278151,365.7426703867553
7,0.1900634765625,0.0,0.0,596.0,51.0,0.0,604.0,622.2286862301554,238.96298436665074,643.8884069278151,365.7426703867553
8,0.219970703125,0.0,0.0,596.0,52.0,1.0,603.0,622.2286862301554,238.96298436665074,643.8884069278151,365.7426703867553
9,0.25,0.0,0.0,595.0,52.0,2.0,605.0,622.2286862301554,238.96298436665074,643.8884069278151,365.7426703867553
10,0.27001953125,0.0,0.0,596.0,52.0,0.0,600.0,622.2286862301554,238.96298436665074,643.8884069278151,365.7426703867553
11,0.300048828125,0.0,0.0,594.0,52.0,0.0,602.0,622.2286862301554,238.96298436665074,643.8884069278151,365.7426703867553
12,0.3299560546875,0.0,0.0,596.0,52.0,0.0,601.0,622.2286862301554,238.96298436665074,643.8884069278151,365.7426703867553
13,0.3499755859375,0.0,0.0,596.0,52.0,1.0,601.0,622.2286862301554,238.96298436665074,643.8884069278151,365.7426703867553
14,0.3800048828125,0.0,0.0,594.0,51.0,1.0,602.0,622.2286862301554,238.96298436665074,643.8884069278151,365.7426703867553
15,0.4100341796875,0.0,0.0,595.0,52.0,0.0,602.0,622.2286862301554,238.96298436665074,643.8884069278151,365.7426703867553
16,0.4400634765625,0.0,0.0,594.0,52.0,0.0,602.0,622.2286862301554,238.96298436665074,643.8884069278151,365.7426703867553
17,0.4599609375,0.0,0.0,595.0,53.0,0.0,603.0,622.2286862301554,238.96298436665074,643.8884069278151,365.7426703867553
18,0.489990234375,0.0,0.0,595.0,52.0,0.0,600.0,622.2286862301554,238.96298436665074,643.8884069278151,365.7426703867553
19,0.52001953125,0.0,0.0,595.0,52.0,1.0,602.0,622.2286862301554,238.96298436665074,643.8884069278151,365.7426703867553
20,0.5400390625,0.0,0.0,594.0,52.0,1.0,599.0,622.2286862301554,238.96298436665074,643.8884069278151,365.7426703867553
21,0.570068359375,0.0,0.0,595.0,52.0,1.0,603.0,622.2286862301554,238.96298436665074,643.8884069278151,365.7426703867553
22,0.5999755859375,0.0,0.0,594.0,51.0,1.0,603.0,622.2286862301554,238.96298436665074,643.8884069278151,365.7426703867553
23,0.6199951171875,0.0,0.0,595.0,51.0,1.0,600.0,622.2286862301554,238.96298436665074,643.8884069278151,365.7426703867553
24,0.6500244140625,0.0,0.0,594.0,51.0,2.0,602.0,622.2286862301554,238.96298436665074,643.8884069278151,365.7426703867553
25,0.6800537109375,0.0,0.0,594.0,51.0,0.0,603.0,622.2286862301554,238.96298436665074,643.8884069278151,365.7426703867553
26,0.7099609375,0.0,0.0,595.0,52.0,1.0,601.0,622.2286862301554,238.96298436665074,643.8884069278151,365.7426703867553
27,0.72998046875,0.0,0.0,595.0,52.0,0.0,603.0,622.2286862301554,238.96298436665074,643.8884069278151,365.7426703867553
28,0.760009765625,0.0,0.0,595.0,52.0,1.0,603.0,622.2286862301554,238.96298436665074,643.8884069278151,365.7426703867553
29,0.7900390625,0.0,0.0,595.0,52.0,0.0,602.0,622.2286862301554,238.96298436665074,643.8884069278151,365.7426703867553
30,0.81005859375,0.0,0.0,593.0,52.0,1.0,603.0,622.2286862301554,238.96298436665074,643.8884069278151,365.7426703867553
31,0.8399658203125,0.0,0.0,594.0,52.0,1.0,600.0,622.2286862301554,238.96298436665074,643.8884069278151,365.7426703867553
32,0.8699951171875,0.0,0.0,593.0,52.0,1.0,601.0,622.2286862301554,238.96298436665074,643.8884069278151,365.7426703867553
33,0.9000244140625,0.0,0.0,594.0,52.0,0.0,601.0,622.2286862301554,238.96298436665074,643.8884069278151,365.7426703867553
34,0.9200439453125,0.0,0.0,594.0,53.0,0.0,601.0,622.2286862301554,238.96298436665074,643.8884069278151,365.7426703867553
35,0.949951171875,0.0,0.0,592.0,52.0,3.0,602.0,622.2286862301554,238.96298436665074,643.8884069278151,365.7426703867553
36,0.97998046875,0.0,0.0,594.0,51.0,1.0,604.0,622.2286862301554,238.96298436665074,643.8884069278151,365.7426703867553
37,1.0,0.0,0.0,594.0,51.0,1.0,600.0,622.2286862301554,238.96298436665074,643.8884069278151,365.7426703867553
38,1.030029296875,0.0,0.0,594.0,53.0,0.0,601.0,622.2286862301554,238.96298436665074,643.8884069278151,365.7426703867553
39,1.06005859375,0.0,0.0,595.0,52.0,1.0,602.0,622.2286862301554,238.96298436665074,643.8884069278151,365.7426703867553
40,1.0799560546875,0.0,0.0,595.0,52.0,1.0,602.0,622.2286862301554,238.96298436665074,643.8884069278151,365.7426703867553
